Index,tripduration,starttime,stoptime,start station id,start station name,start station latitude,start station longitude,end station id,end station name,end station latitude,end station longitude,bikeid,usertype,birth year,gender
665402,998.0,2016-03-08 13:37:29,2016-03-08 13:54:08,516.0,E 47 St & 1 Ave,40.75206862,-73.96784384,352.0,W 56 St & 6 Ave,40.76340613,-73.97722479,22217.0,Customer,,0.0
667131,820.0,2016-03-07 08:40:31,2016-03-07 08:54:11,517.0,Pershing Square South,40.751581,-73.97791,375.0,Mercer St & Bleecker St,40.72679454,-73.99695094,22217.0,Subscriber,1959.0,1.0
733768,608.0,2016-03-06 11:35:44,2016-03-06 11:45:52,537.0,Lexington Ave & E 24 St,40.74025878,-73.98409214,383.0,Greenwich Ave & Charles St,40.735238,-74.000271,22217.0,Subscriber,1977.0,1.0
743943,1527.0,2016-03-10 18:51:29,2016-03-10 19:16:56,545.0,E 23 St & 1 Ave,40.736502,-73.97809472,3238.0,E 80 St & 2 Ave,40.77391390238118,-73.9543953537941,22217.0,Subscriber,1966.0,2.0
747785,777.0,2016-03-11 18:09:56,2016-03-11 18:22:53,546.0,E 30 St & Park Ave S,40.74444921,-73.98303529,380.0,W 4 St & 7 Ave S,40.73401143,-74.00293877,22217.0,Subscriber,1970.0,1.0
858336,1271.0,2016-03-11 07:28:01,2016-03-11 07:49:13,3156.0,E 72 St & York Ave,40.76663814,-73.95348296,503.0,E 20 St & Park Ave,40.73827428,-73.98751968,22217.0,Subscriber,1977.0,1.0
876778,442.0,2016-03-12 15:19:53,2016-03-12 15:27:16,3167.0,Amsterdam Ave & W 73 St,40.779668090073116,-73.98093044757842,457.0,Broadway & W 58 St,40.76695317,-73.98169333,22217.0,Subscriber,1944.0,1.0
883393,914.0,2016-03-06 13:17:27,2016-03-06 13:32:42,3170.0,W 84 St & Columbus Ave,40.78499979,-73.97283406,479.0,9 Ave & W 45 St,40.76019252,-73.9912551,22217.0,Subscriber,1986.0,2.0
883398,408.0,2016-03-06 14:59:48,2016-03-06 15:06:37,3170.0,W 84 St & Columbus Ave,40.78499979,-73.97283406,3175.0,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,22217.0,Subscriber,1991.0,1.0
888900,697.0,2016-03-06 15:20:38,2016-03-06 15:32:15,3175.0,W 70 St & Amsterdam Ave,40.77748046,-73.98288594,495.0,W 47 St & 10 Ave,40.76269882,-73.99301222,22217.0,Subscriber,1963.0,1.0
891991,931.0,2016-03-08 08:21:27,2016-03-08 08:36:59,3177.0,W 84 St & Broadway,40.7867947,-73.977112,137.0,E 56 St & Madison Ave,40.761628,-73.972924,22217.0,Subscriber,1967.0,1.0
911890,271.0,2016-03-11 17:57:41,2016-03-11 18:02:13,3235.0,E 41 St & Madison Ave,40.752165280621966,-73.97992193698882,546.0,E 30 St & Park Ave S,40.74444921,-73.98303529,22217.0,Subscriber,1986.0,1.0
915419,199.0,2016-03-11 07:00:43,2016-03-11 07:04:02,3238.0,E 80 St & 2 Ave,40.77391390238118,-73.9543953537941,3156.0,E 72 St & York Ave,40.76663814,-73.95348296,22217.0,Subscriber,1990.0,1.0
